Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,Date,People_Tested,Mortality_Rate
Arkansas,US,2020-06-29 04:33:57,34.9697,-92.3731,19818,264,13270.0,6284.0,5.0,656.7026884449753,,1373.0,,84000005.0,USA,9650.129696958453,6.9280452114239575,2020-06-28,291222.0,1.3321223130487436
California,US,2020-06-29 04:33:57,36.1162,-119.6816,222630,5932,,209364.0,6.0,544.8845538252808,,,,84000006.0,USA,10011.970219949406,,2020-06-28,3955952.0,2.7552764565992867
Colorado,US,2020-06-29 04:33:57,39.0598,-105.3111,32307,1676,4442.0,26172.0,8.0,560.7133232014803,,5399.0,,84000008.0,USA,5447.566966084224,16.720346856611954,2020-06-28,313711.0,5.1904614431712615
Connecticut,US,2020-06-29 04:33:57,41.5978,-72.7554,46303,4316,8053.0,33934.0,9.0,1298.7173262629346,,10268.0,,84000009.0,USA,12302.600043138182,22.17566896313414,2020-06-28,438623.0,9.321210288750187
Delaware,US,2020-06-29 04:33:57,39.3185,-75.5071,11226,564,6665.0,4054.0,10.0,1152.846069478847,,,,84000010.0,USA,10921.12667956507,,2020-06-28,106346.0,4.516301443078569
District of Columbia,US,2020-06-29 04:33:57,38.8974,-77.0268,10248,550,1199.0,8499.0,11.0,1452.0743210404835,,,,84000011.0,USA,13196.192980790622,,2020-06-28,93132.0,5.3669008587041365
Florida,US,2020-06-29 04:33:57,27.7663,-81.6868,141075,3419,,137656.0,12.0,656.8429439284038,,14540.0,,84000012.0,USA,8762.082336700556,10.306574517100833,2020-06-28,1881897.0,2.4235335814283183
Georgia,US,2020-06-29 04:33:57,33.0406,-83.6431,77210,2778,,74432.0,13.0,727.2009413206952,,10711.0,,84000013.0,USA,7600.1304648029945,13.872555368475584,2020-06-28,806938.0,3.597979536329491
Hawaii,US,2020-06-29 04:33:57,21.0943,-157.4983,899,18,714.0,167.0,15.0,63.49444017538308,,110.0,,84000015.0,USA,5330.849116304299,12.235817575083425,2020-06-28,75478.0,2.0022246941045605
Idaho,US,2020-06-29 04:33:57,44.2405,-114.4788,5322,91,3898.0,1333.0,16.0,297.80673898263353,,312.0,,84000016.0,USA,4831.665328345639,5.862457722660654,2020-06-28,86345.0,1.7098835024426908
Illinois,US,2020-06-29 04:33:57,40.3495,-88.9861,141723,6888,,134835.0,17.0,1118.410684620624,,,,84000017.0,USA,12200.543236840229,,2020-06-28,1546031.0,4.860185008784742
Indiana,US,2020-06-29 04:33:57,39.8494,-86.2583,44930,2550,33935.0,8376.0,18.0,667.3876770794295,,7003.0,,84000018.0,USA,6989.300258948795,15.58646783886045,2020-06-28,470535.0,5.829067438237258
Iowa,US,2020-06-29 04:33:57,42.0115,-93.2105,28520,706,17620.0,10194.0,19.0,903.941909371266,,,,84000019.0,USA,9379.031210084087,,2020-06-28,295915.0,2.475455820476858
Kansas,US,2020-06-29 04:33:57,38.5266,-96.7265,13847,269,779.0,12799.0,20.0,475.3006370065157,,1128.0,,84000020.0,USA,5761.788808209482,8.146168845237236,2020-06-28,167859.0,1.9426590597241282
Kentucky,US,2020-06-29 04:33:57,37.6681,-84.6701,15232,558,3730.0,10944.0,21.0,340.93811252524523,,2590.0,,84000021.0,USA,8024.110090420672,17.003676470588232,2020-06-28,358491.0,3.6633403361344534
Louisiana,US,2020-06-29 04:33:57,31.1695,-91.8678,56236,3199,39792.0,13245.0,22.0,1209.690083062403,,,,84000022.0,USA,14974.012614884634,,2020-06-28,696111.0,5.688526922256206
Maine,US,2020-06-29 04:33:57,44.6939,-69.3819,3191,104,2577.0,510.0,23.0,237.38815008346901,,346.0,,84000023.0,USA,6955.376086510164,10.842995926041992,2020-06-28,93495.0,3.2591664055155123
Maryland,US,2020-06-29 04:33:57,39.0639,-76.8021,66777,3168,4976.0,58633.0,24.0,1104.5407629910944,,10793.0,,84000024.0,USA,8592.466025327176,16.162750647678088,2020-06-28,519473.0,4.744148434341166
Massachusetts,US,2020-06-29 04:33:57,42.2302,-71.5301,108667,8059,,100608.0,25.0,1576.5970649559383,,11319.0,,84000025.0,USA,12126.13182758136,10.416225717099028,2020-06-28,835794.0,7.416234919524786
Michigan,US,2020-06-29 04:33:57,43.3266,-84.5361,69946,6157,51099.0,12690.0,26.0,700.3805101044302,,,,84000026.0,USA,10180.169797164412,,2020-06-28,1016679.0,8.802504789408973
Minnesota,US,2020-06-29 04:33:57,45.6945,-93.9002,35549,1460,30809.0,3280.0,27.0,630.3425471732908,,4010.0,,84000027.0,USA,10380.411345988532,11.280204787757745,2020-06-28,585417.0,4.107007229457931
Mississippi,US,2020-06-29 04:33:57,32.7416,-89.6787,25892,1039,17242.0,7611.0,28.0,869.9833240876045,,3102.0,,84000028.0,USA,9414.447999747325,11.980534528039547,2020-06-28,280188.0,4.012822493434266
Missouri,US,2020-06-29 04:33:57,38.4561,-92.2884,20949,1004,,19685.0,29.0,337.09560421727144,,,,84000029.0,USA,5884.7614994424375,,2020-06-28,361173.0,4.852820339310745
Montana,US,2020-06-29 04:33:57,46.9219,-110.4544,863,22,604.0,237.0,30.0,80.74642254986536,,97.0,,84000030.0,USA,7716.663329522126,11.239860950173812,2020-06-28,82474.0,2.5492468134414827
Nebraska,US,2020-06-29 04:33:57,41.1254,-98.2681,18899,267,13053.0,5579.0,31.0,976.9914102919342,,1315.0,,84000031.0,USA,8932.862146972097,6.958040107942219,2020-06-28,172798.0,1.4127731626011961
Nevada,US,2020-06-29 04:33:57,38.3135,-117.0554,17160,500,684.0,15976.0,32.0,557.1146396481217,,,,84000032.0,USA,8687.222335492099,,2020-06-28,267580.0,2.9137529137529135
New Hampshire,US,2020-06-29 04:33:57,43.4525,-71.5639,5747,367,4401.0,979.0,33.0,422.6633453726564,,562.0,,84000033.0,USA,8539.241059313339,9.779015138333042,2020-06-28,116109.0,6.385940490690795
New Jersey,US,2020-06-29 04:33:57,40.2989,-74.521,172066,14975,30092.0,126115.0,34.0,1927.2499237237664,,19841.0,,84000034.0,USA,15624.896562672044,11.590587795445785,2020-06-28,1387833.0,8.747999205523945
New Mexico,US,2020-06-29 04:33:57,34.8405,-106.2485,11809,492,5251.0,6066.0,35.0,563.183740781914,,1851.0,,84000035.0,USA,15402.257408687117,15.674485561859598,2020-06-28,322959.0,4.166313828435939
New York,US,2020-06-29 04:33:57,42.1657,-74.9481,392539,31397,70010.0,291132.0,36.0,2017.8259394256922,,89995.0,,84000036.0,USA,19618.439009701102,22.92638438473629,2020-06-28,3816485.0,7.99844091924624
North Carolina,US,2020-06-29 04:33:57,35.6301,-79.8064,62248,1352,36921.0,23975.0,37.0,593.5116461691192,,,,84000037.0,USA,8313.291541143262,,2020-06-28,871905.0,2.1719573319624725
North Dakota,US,2020-06-29 04:33:57,47.5289,-99.784,3495,79,3139.0,277.0,38.0,458.6241014510631,,226.0,,84000038.0,USA,13637.341843577029,6.466380543633763,2020-06-28,103925.0,2.2603719599427747
Ohio,US,2020-06-29 04:33:57,40.3888,-82.7649,50309,2908,,47502.0,39.0,430.39241686699575,,7681.0,,84000039.0,USA,6474.108357358565,15.267645948041105,2020-06-28,756765.0,5.579518575205232
Oklahoma,US,2020-06-29 04:33:57,35.5653,-96.9289,12947,385,9397.0,3165.0,40.0,327.19471535171726,,1456.0,,84000040.0,USA,8239.004026059327,11.245848459102497,2020-06-28,326015.0,2.973661852166525
Oregon,US,2020-06-29 04:33:57,44.572,-122.0709,8341,202,2649.0,5490.0,41.0,197.760078449652,,1022.0,,84000041.0,USA,5154.209472994641,12.252727490708546,2020-06-28,217391.0,2.421771969787795
Pennsylvania,US,2020-06-29 04:33:57,40.5908,-77.2098,89863,6606,66686.0,16571.0,42.0,701.9456117326769,,,,84000042.0,USA,5803.645042969495,,2020-06-28,742982.0,7.3511901449984975
Rhode Island,US,2020-06-29 04:33:57,41.6809,-71.5118,16661,52,1600.0,14134.0,44.0,1572.7405483116709,,1984.0,,84000044.0,USA,21759.154811249424,11.908048736570434,2020-06-28,230508.0,5.563891723185884
South Carolina,US,2020-06-29 04:33:57,33.8569,-80.945,33320,716,13456.0,19148.0,45.0,647.15189074398,,2622.0,,84000045.0,USA,6988.1916144497445,7.869147659063627,2020-06-28,359802.0,2.148859543817527
South Dakota,US,2020-06-29 04:33:57,44.2998,-99.4388,6681,91,5752.0,838.0,46.0,755.2062433095689,,652.0,,84000046.0,USA,8917.89943921895,9.759018111061216,2020-06-28,78893.0,1.3620715461757222
Tennessee,US,2020-06-29 04:33:57,35.7478,-86.6923,40172,584,26159.0,13429.0,47.0,588.2409790700897,,2564.0,,84000047.0,USA,10961.105984413342,6.382555013442197,2020-06-28,748553.0,1.4537488798167881
Texas,US,2020-06-29 04:33:57,31.0545,-97.5635,151045,2534,79974.0,67776.0,48.0,517.8390682455898,,,,84000048.0,USA,6122.31440734634,,2020-06-28,1775219.0,1.5997122915445683
Utah,US,2020-06-29 04:33:57,40.15,-111.8624,21100,167,11931.0,9002.0,49.0,658.1496076991651,,1396.0,,84000049.0,USA,10244.956421762232,6.61611374407583,2020-06-28,328449.0,0.7914691943127962
Vermont,US,2020-06-29 04:33:57,44.0459,-72.7107,1202,56,946.0,200.0,50.0,192.63160087757961,,,,84000050.0,USA,10234.956064930633,,2020-06-28,63865.0,4.658901830282862
Virginia,US,2020-06-29 04:33:57,37.7693,-78.17,61736,1732,8005.0,51999.0,51.0,723.2834933646096,,8823.0,,84000051.0,USA,7361.3332710055465,14.291499287287806,2020-06-28,628328.0,2.805494363094467
Washington,US,2020-06-29 04:33:57,47.4009,-121.4905,32267,1292,,30442.0,53.0,416.972372428608,,4240.0,,84000053.0,USA,6904.916457788704,13.353489543965736,2020-06-28,525802.0,4.125724363819602
West Virginia,US,2020-06-29 04:33:57,38.4912,-80.9545,2832,93,2062.0,677.0,54.0,158.02275148188178,,,,84000054.0,USA,9290.978920813975,,2020-06-28,166508.0,3.2838983050847457
Wisconsin,US,2020-06-29 04:33:57,44.2685,-89.6165,27743,777,21953.0,5013.0,55.0,476.4845767251291,,3393.0,,84000055.0,USA,9488.36861010361,12.230112100349636,2020-06-28,552454.0,2.8007064845186167
Wyoming,US,2020-06-29 04:33:57,42.756,-107.3025,1417,20,1057.0,340.0,56.0,244.83420560198638,,112.0,,84000056.0,USA,5498.489008378271,7.904022582921666,2020-06-28,31823.0,1.4114326040931546
Alabama,US,2020-06-30 04:34:02,32.3182,-86.9023,37589,929,18866.0,17380.0,1.0,758.1806519639786,,2725.0,,84000001.0,USA,8021.173992007236,7.330195023537325,2020-06-29,393293.0,2.498991257565568
Alaska,US,2020-06-30 04:34:02,61.3707,-152.4044,901,14,525.0,362.0,2.0,123.16398854479219,,,,84000002.0,USA,14860.193152847742,,2020-06-29,108709.0,1.5538290788013318
Arizona,US,2020-06-30 04:34:02,33.7298,-111.4312,74545,1598,9179.0,63768.0,4.0,1024.1502726373344,,4634.0,,84000004.0,USA,7026.279494037205,6.216379368166879,2020-06-29,511423.0,2.143671607753706
Arkansas,US,2020-06-30 04:34:02,34.9697,-92.3731,20257,265,14066.0,5926.0,5.0,671.2496901720589,,1380.0,,84000005.0,USA,10025.038074043243,6.8124598904082525,2020-06-29,302536.0,1.3081897615639038
California,US,2020-06-30 04:34:02,36.1162,-119.6816,231578,5983,,217663.0,6.0,566.0172549643687,,,,84000006.0,USA,10279.583611380203,,2020-06-29,4061692.0,2.6752099299786267
Colorado,US,2020-06-30 04:34:02,39.0598,-105.3111,32511,1681,4459.0,26354.0,8.0,564.2557672378106,,5401.0,,84000008.0,USA,5549.221217989503,16.621530128639133,2020-06-29,319565.0,5.173262756201145
Connecticut,US,2020-06-30 04:34:02,41.5978,-72.7554,46362,4320,8053.0,33989.0,9.0,1300.3721720018616,,10268.0,,84000009.0,USA,12480.790466517845,22.147448341314007,2020-06-29,444976.0,9.317975928562184
Delaware,US,2020-06-30 04:34:02,39.3185,-75.5071,11376,565,6665.0,4204.0,10.0,1168.2502125771746,,,,84000010.0,USA,11289.285699615102,,2020-06-29,109931.0,4.4567510548523215
District of Columbia,US,2020-06-30 04:34:02,38.8974,-77.0268,10292,551,1200.0,8541.0,11.0,1458.3088321768787,,,,84000011.0,USA,13511.885953788104,,2020-06-29,95360.0,5.353672755538282
Florida,US,2020-06-30 04:34:02,27.7663,-81.6868,146341,3447,,142894.0,12.0,681.3613557145243,,14651.0,,84000012.0,USA,8905.700819411282,10.01154836990317,2020-06-29,1912743.0,2.3554574589486204
Georgia,US,2020-06-30 04:34:02,33.0406,-83.6431,79417,2784,,76633.0,13.0,747.987529554017,,10824.0,,84000013.0,USA,7752.512073786643,13.629323696437789,2020-06-29,823117.0,3.505546671367591
Hawaii,US,2020-06-30 04:34:02,21.0943,-157.4983,900,18,719.0,163.0,15.0,63.56506802874837,,111.0,,84000015.0,USA,5449.292026397867,12.333333333333336,2020-06-29,77155.0,2.0
Idaho,US,2020-06-30 04:34:02,44.2405,-114.4788,5752,91,3898.0,1763.0,16.0,321.8685386373747,,312.0,,84000016.0,USA,4831.665328345639,5.4242002781641165,2020-06-29,86345.0,1.5820584144645342
Illinois,US,2020-06-30 04:34:02,40.3495,-88.9861,142461,6902,,135559.0,17.0,1124.2346305239003,,,,84000017.0,USA,12412.967323323144,,2020-06-29,1572949.0,4.8448347266971306
Indiana,US,2020-06-30 04:34:02,39.8494,-86.2583,45228,2559,34348.0,8256.0,18.0,671.8141522134083,,7024.0,,84000018.0,USA,7078.186256270035,15.530202529406562,2020-06-29,476519.0,5.801715751304503
Iowa,US,2020-06-30 04:34:02,42.0115,-93.2105,28845,711,17851.0,10283.0,19.0,914.2427901758124,,,,84000019.0,USA,9535.28764813459,,2020-06-29,300845.0,2.4648985959438376
Kansas,US,2020-06-30 04:34:02,38.5266,-96.7265,14209,273,794.0,13142.0,20.0,487.72634875609015,,1152.0,,84000020.0,USA,6066.115770562322,8.10753747624745,2020-06-29,176725.0,1.9213174748398905
Kentucky,US,2020-06-30 04:34:02,37.6681,-84.6701,15347,560,3939.0,10848.0,21.0,343.5121594619838,,2602.0,,84000021.0,USA,8090.1399901022305,16.954453639147715,2020-06-29,361441.0,3.648921613344628
Louisiana,US,2020-06-30 04:34:02,31.1695,-91.8678,57081,3199,42225.0,11657.0,22.0,1227.866840303098,,,,84000022.0,USA,15157.415019895483,,2020-06-29,704637.0,5.604316672798302
Maine,US,2020-06-30 04:34:02,44.6939,-69.3819,3219,105,2623.0,491.0,23.0,239.47115484759846,,347.0,,84000023.0,USA,6957.459091274293,10.779745262503884,2020-06-29,93523.0,3.2618825722274
Maryland,US,2020-06-30 04:34:02,39.0639,-76.8021,67254,3175,4979.0,59100.0,24.0,1112.4306943139563,,10822.0,,84000024.0,USA,8755.226872742189,16.091236208998726,2020-06-29,529313.0,4.720908793529008
Massachusetts,US,2020-06-30 04:34:02,42.2302,-71.5301,108768,8094,,100674.0,25.0,1578.0624252176606,,11345.0,,84000025.0,USA,12220.335631337412,10.430457487496325,2020-06-29,842287.0,7.44152691968226
Michigan,US,2020-06-30 04:34:02,43.3266,-84.5361,70223,6161,51099.0,12963.0,26.0,703.1541555065824,,,,84000026.0,USA,10307.296880289765,,2020-06-29,1029375.0,8.773478774760406
Minnesota,US,2020-06-30 04:34:02,45.6945,-93.9002,35861,1470,31225.0,3166.0,27.0,635.874823038099,,4031.0,,84000027.0,USA,10514.072549414572,11.24062351858565,2020-06-29,592955.0,4.0991606480577785
Mississippi,US,2020-06-30 04:34:02,32.7416,-89.6787,26567,1059,19388.0,6120.0,28.0,892.6636401604892,,3115.0,,84000028.0,USA,9526.471960913248,11.725072458312946,2020-06-29,283522.0,3.986148229005909
Missouri,US,2020-06-30 04:34:02,38.4561,-92.2884,21118,1004,,19821.0,29.0,339.3115161595378,,,,84000029.0,USA,5986.318698972925,,2020-06-29,367406.0,4.821128451380552
Montana,US,2020-06-30 04:34:02,46.9219,-110.4544,919,22,609.0,288.0,30.0,85.98605135959009,,100.0,,84000030.0,USA,8303.221061810778,10.88139281828074,2020-06-29,88743.0,2.3939064200217626
Nebraska,US,2020-06-30 04:34:02,41.1254,-98.2681,19042,269,13322.0,5451.0,31.0,984.383852837664,,1316.0,,84000031.0,USA,9060.756572553464,6.911038756433147,2020-06-29,175272.0,1.4126667366873231
Nevada,US,2020-06-30 04:34:02,38.3135,-117.0554,17894,504,689.0,16701.0,32.0,580.9446015071964,,,,84000032.0,USA,8863.739369044944,,2020-06-29,273017.0,2.8165865653291604
New Hampshire,US,2020-06-30 04:34:02,43.4525,-71.5639,5760,367,4435.0,958.0,33.0,423.6194308937708,,565.0,,84000033.0,USA,8700.231152060991,9.809027777777779,2020-06-29,118298.0,6.371527777777778
New Jersey,US,2020-06-30 04:34:02,40.2989,-74.521,172199,14992,30163.0,126117.0,34.0,1928.2631873445623,,19847.0,,84000034.0,USA,15806.732348666264,11.588000373674625,2020-06-29,1403984.0,8.75332803960951
New Mexico,US,2020-06-30 04:34:02,34.8405,-106.2485,11982,493,5264.0,6225.0,35.0,571.434294355906,,1865.0,,84000035.0,USA,15788.030402097644,15.56501418794859,2020-06-29,331048.0,4.1145050909697884
New York,US,2020-06-30 04:34:02,42.1657,-74.9481,393403,31403,70435.0,291565.0,36.0,2021.7583814089357,,89995.0,,84000036.0,USA,19857.09968473124,22.881791184427318,2020-06-29,3862913.0,7.9844090067733875
North Carolina,US,2020-06-30 04:34:02,35.6301,-79.8064,63736,1357,45538.0,16841.0,37.0,607.699175559616,,,,84000037.0,USA,8450.590212664201,,2020-06-29,886305.0,2.129095016944898
North Dakota,US,2020-06-30 04:34:02,47.5289,-99.78399999999999,3539,79,3163.0,297.0,38.0,464.39790988134826,,227.0,,84000038.0,USA,13869.08151830166,6.41424131110483,2020-06-29,105691.0,2.2322690025430907
Ohio,US,2020-06-30 04:34:02,40.3888,-82.7649,51046,2926,,48228.0,39.0,436.6974360729226,,7746.0,,84000039.0,USA,6624.821414822356,15.174548446499234,2020-06-29,774382.0,5.520510911726676
Oklahoma,US,2020-06-30 04:34:02,35.5653,-96.9289,13175,385,9587.0,3203.0,40.0,332.95669844434036,,1489.0,,84000040.0,USA,8243.50241636848,11.301707779886147,2020-06-29,326193.0,2.922201138519924
Oregon,US,2020-06-30 04:34:02,44.571999999999996,-122.0709,8485,204,2700.0,5581.0,41.0,201.17423158437808,,1025.0,,84000041.0,USA,5574.861590469012,12.080141426045964,2020-06-29,235133.0,2.404242781378904
Pennsylvania,US,2020-06-30 04:34:02,40.5908,-77.2098,90467,6614,67070.0,16783.0,42.0,706.6636285970876,,,,84000042.0,USA,5881.031455346509,,2020-06-29,752889.0,7.3109531652425765
Rhode Island,US,2020-06-30 04:34:02,41.6809,-71.5118,16764,53,1627.0,14191.0,44.0,1582.4633906666377,,1995.0,,84000044.0,USA,22515.45979132704,11.90050107372942,2020-06-29,238520.0,5.6430446194225725
South Carolina,US,2020-06-30 04:34:02,33.8569,-80.945,34644,720,13456.0,20468.0,45.0,672.8670499079965,,2622.0,,84000045.0,USA,7172.7619751262155,7.568410114305508,2020-06-29,369305.0,2.0782819535850363
South Dakota,US,2020-06-30 04:34:02,44.2998,-99.4388,6716,91,5818.0,807.0,46.0,759.1625699845929,,657.0,,84000046.0,USA,8981.65281763934,9.782608695652174,2020-06-29,79457.0,1.3549731983323408
Tennessee,US,2020-06-30 04:34:02,35.7478,-86.6923,42297,592,26962.0,14743.0,47.0,619.3574801286362,,2599.0,,84000047.0,USA,11380.673563157126,6.1446438281674824,2020-06-29,777206.0,1.3996264510485377
Texas,US,2020-06-30 04:34:02,31.0545,-97.5635,157434,2564,81335.0,72955.0,48.0,540.4422786808926,,,,84000048.0,USA,6273.956635426942,,2020-06-29,1819189.0,1.5417405842788403
Utah,US,2020-06-30 04:34:02,40.15,-111.8624,21664,168,12205.0,9291.0,49.0,675.7418531371902,,1417.0,,84000049.0,USA,10415.139562027947,6.540805022156572,2020-06-29,333905.0,0.7754800590841949
Vermont,US,2020-06-30 04:34:02,44.0459,-72.7107,1208,56,949.0,203.0,50.0,193.59315628961411,,,,84000050.0,USA,10415.72848239312,,2020-06-29,64993.0,4.635761589403971
Virginia,US,2020-06-30 04:34:02,37.7693,-78.17,62189,1740,8023.0,52426.0,51.0,728.590727757738,,8823.0,,84000051.0,USA,7455.574757668514,14.187396484908907,2020-06-29,636372.0,2.7979224621717678
Washington,US,2020-06-30 04:34:02,47.4009,-121.4905,32831,1297,,30933.0,53.0,423.5515850321206,,4275.0,,84000053.0,USA,7018.391459998191,13.254580969212165,2020-06-29,534443.0,4.0926425448795465
West Virginia,US,2020-06-30 04:34:02,38.4912,-80.9545,2870,93,2196.0,581.0,54.0,160.14311326024037,,,,84000054.0,USA,9466.578355458565,,2020-06-29,169655.0,3.240418118466899
Wisconsin,US,2020-06-30 04:34:02,44.2685,-89.6165,28058,777,22217.0,5064.0,55.0,481.8946852811041,,3407.0,,84000055.0,USA,9590.353450120689,12.142704398032649,2020-06-29,558392.0,2.769263668116045
Wyoming,US,2020-06-30 04:34:02,42.756,-107.3025,1450,20,1070.0,360.0,56.0,250.53606077832046,,112.0,,84000056.0,USA,5504.190863554606,7.724137931034483,2020-06-29,31856.0,1.3793103448275863
Alabama,US,2020-07-01 04:34:05,32.3182,-86.9023,38477,950,18866.0,18229.0,1.0,775.9242206851262,,2769.0,,84000001.0,USA,8293.629548956444,7.278223156788014,2020-06-30,406652.0,2.4970429754238403
Alaska,US,2020-07-01 04:34:05,61.3707,-152.4044,937,14,526.0,397.0,2.0,128.08508020695922,,,,84000002.0,USA,15335.351892228091,,2020-06-30,112185.0,1.4941302027748131
Arizona,US,2020-07-01 04:34:05,33.7298,-111.4312,79228,1645,9411.0,68172.0,4.0,1088.4885344491345,,4736.0,,84000004.0,USA,7313.871386949101,5.9776846569394655,2020-06-30,532356.0,2.0762861614580705
Arkansas,US,2020-07-01 04:34:05,34.9697,-92.3731,20777,270,14531.0,5976.0,5.0,688.4807628328414,,1413.0,,84000005.0,USA,10312.233663949017,6.8007893343601085,2020-06-30,311203.0,1.2995138855465178
California,US,2020-07-01 04:34:05,36.1162,-119.6816,239538,6082,,225150.0,6.0,585.2163772207906,,,,84000006.0,USA,10546.455460124327,,2020-06-30,4167139.0,2.6302587877110435
Colorado,US,2020-07-01 04:34:05,39.0598,-105.3111,32715,1690,4479.0,26529.0,8.0,567.7982112741407,,5442.0,,84000008.0,USA,5623.751462126411,16.643219768793198,2020-06-30,323857.0,5.1685118355862745
Connecticut,US,2020-07-01 04:34:05,41.5978,-72.7554,46514,4322,8053.0,34139.0,9.0,1304.6355033970615,,10268.0,,84000009.0,USA,13081.52751798102,22.075074171217267,2020-06-30,466394.0,9.29182611686804
Delaware,US,2020-07-01 04:34:05,39.3185,-75.5071,11474,566,6667.0,4298.0,10.0,1178.3142527347486,,,,84000010.0,USA,11386.84527257118,,2020-06-30,110881.0,4.43611643716228
District of Columbia,US,2020-07-01 04:34:05,38.8974,-77.0268,10327,551,1270.0,8506.0,11.0,1463.2681023990115,,,,84000011.0,USA,13786.062750354587,,2020-06-30,97295.0,5.335528226977825
Florida,US,2020-07-01 04:34:05,27.7663,-81.6868,152434,3505,,148929.0,12.0,709.7302662752599,,14879.0,,84000012.0,USA,9055.865615637253,9.760945720770957,2020-06-30,1944995.0,2.299355786766732
Georgia,US,2020-07-01 04:34:05,33.0406,-83.6431,81291,2805,,78486.0,13.0,765.6377635138017,,11051.0,,84000013.0,USA,7853.864351076529,13.594370840560455,2020-06-30,833878.0,3.4505664833745437
Hawaii,US,2020-07-01 04:34:05,21.0943,-157.4983,917,18,722.0,177.0,15.0,64.76574153595806,,111.0,,84000015.0,USA,5490.821204176649,12.104689203925846,2020-06-30,77743.0,1.9629225736095963
Idaho,US,2020-07-01 04:34:05,44.2405,-114.4788,6117,92,4073.0,1952.0,16.0,342.29308950709685,,322.0,,84000016.0,USA,4997.188126900813,5.264018309628903,2020-06-30,89303.0,1.5040052313225438
Illinois,US,2020-07-01 04:34:05,40.3495,-88.9861,143185,6923,,136262.0,17.0,1129.9480950685777,,,,84000017.0,USA,12658.14913263058,,2020-06-30,1604018.0,4.8350036665851865
Indiana,US,2020-07-01 04:34:05,39.8494,-86.2583,45594,2569,34646.0,8308.0,18.0,677.2506954987649,,7065.0,,84000018.0,USA,7192.2199797718995,15.495459928938017,2020-06-30,484196.0,5.790235557310172
Iowa,US,2020-07-01 04:34:05,42.0115,-93.2105,29074,716,23212.0,5146.0,19.0,921.5009492657848,,,,84000019.0,USA,9641.244092841049,,2020-06-30,304188.0,2.46268143358327
Kansas,US,2020-07-01 04:34:05,38.5266,-96.7265,14370,273,794.0,13303.0,20.0,493.2527012192988,,1152.0,,84000020.0,USA,6066.115770562322,8.01670146137787,2020-06-30,176725.0,1.8997912317327763
Kentucky,US,2020-07-01 04:34:05,37.6681,-84.6701,15624,565,3990.0,11069.0,21.0,349.7122551269979,,2621.0,,84000021.0,USA,8302.621968975796,16.77547363031234,2020-06-30,370934.0,3.6162314388120844
Louisiana,US,2020-07-01 04:34:05,31.1695,-91.8678,58095,3221,42225.0,12649.0,22.0,1249.6789489919322,,,,84000022.0,USA,15670.967567072234,,2020-06-30,728511.0,5.544366985110595
Maine,US,2020-07-01 04:34:05,44.6939,-69.3819,3253,105,2646.0,502.0,23.0,242.00051777546997,,348.0,,84000023.0,USA,7063.7667272721865,10.697817399323704,2020-06-30,94952.0,3.227789732554565
Maryland,US,2020-07-01 04:34:05,39.0639,-76.8021,67559,3190,4982.0,59387.0,24.0,1117.4756189543607,,10844.0,,84000024.0,USA,8863.436371094733,16.051155286490328,2020-06-30,535855.0,4.721798724078213
Massachusetts,US,2020-07-01 04:34:05,42.2302,-71.5301,108882,8053,,100829.0,25.0,1579.7163962061386,,11337.0,,84000025.0,USA,12305.268492447518,10.412189342591065,2020-06-30,848141.0,7.3960801601733985
Michigan,US,2020-07-01 04:34:05,43.3266,-84.5361,70728,6193,51099.0,13436.0,26.0,708.210801456354,,,,84000026.0,USA,10464.323260060695,,2020-06-30,1045057.0,8.756079629001244
Minnesota,US,2020-07-01 04:34:05,45.6945,-93.9002,36303,1476,31601.0,3226.0,27.0,643.7122138465772,,4054.0,,84000027.0,USA,10733.25351725077,11.167121174558575,2020-06-30,605316.0,4.065779687629123
Mississippi,US,2020-07-01 04:34:05,32.7416,-89.6787,27247,1073,19388.0,6786.0,28.0,915.5119585746547,,3156.0,,84000028.0,USA,10069.757932146542,11.582926560722285,2020-06-30,299691.0,3.9380482254927145
Missouri,US,2020-07-01 04:34:05,38.4561,-92.2884,21310,1005,,19996.0,29.0,342.1791669083531,,,,84000029.0,USA,6077.57842535994,,2020-06-30,373007.0,4.785486405409267
Montana,US,2020-07-01 04:34:05,46.9219,-110.4544,967,22,642.0,303.0,30.0,90.47716176792558,,101.0,,84000030.0,USA,8501.391308578583,10.444674250258533,2020-06-30,90861.0,2.2750775594622543
Nebraska,US,2020-07-01 04:34:05,41.1254,-98.2681,19177,274,13547.0,5356.0,31.0,991.3627321640523,,1330.0,,84000031.0,USA,9209.8978085285,6.935391354226417,2020-06-30,178157.0,1.4287949105699536
Nevada,US,2020-07-01 04:34:05,38.3135,-117.0554,18456,507,689.0,17260.0,32.0,599.1904306145532,,,,84000032.0,USA,9011.491625748826,,2020-06-30,277568.0,2.747074122236671
New Hampshire,US,2020-07-01 04:34:05,43.4525,-71.5639,5782,371,4435.0,976.0,33.0,425.2374217756568,,565.0,,84000033.0,USA,8700.231152060991,9.771705292286407,2020-06-30,118298.0,6.416464891041162
